longitude_list,latitude_list,sflux_data_list
280.0,65.0,2.1407634935705019e-13
280.0,70.0,2.0244215141843383e-13
280.0,75.0,1.2541517440181852e-13
280.0,80.0,7.155499131852215e-14
280.0,85.0,6.75764984575304e-14
280.0,90.0,7.731334004579847e-14
285.0,-90.0,1.656027526828101e-14
285.0,-85.0,1.8809567717244035e-14
285.0,-80.0,1.6295494931698117e-14
285.0,-75.0,2.1267914695311087e-14
285.0,-70.0,2.571671211891313e-14
285.0,-65.0,2.5771832310870716e-14
285.0,-60.0,3.549214549536591e-14
285.0,-55.0,5.900414446103919e-14
285.0,-50.0,1.0210054348027586e-13
285.0,-45.0,1.5559603862618696e-13
285.0,-40.0,1.667786284473251e-13
285.0,-35.0,1.831724902352496e-13
285.0,-30.0,1.794002745042499e-13
285.0,-25.0,2.0311698793870484e-13
285.0,-20.0,1.7007754400413836e-13
285.0,-15.0,1.6633665280589623e-13
285.0,-10.0,2.3455758417153925e-13
285.0,-5.0,1.3705774749504304e-13
285.0,0.0,2.778343934447231e-13
285.0,5.0,5.259690910323147e-13
285.0,10.0,8.930202205208943e-13
285.0,15.0,9.588385676210458e-13
285.0,20.0,1.2261556118457448e-12
285.0,25.0,1.1690833589116798e-12
285.0,30.0,8.813100163293721e-13
285.0,35.0,7.351344920046063e-13
285.0,40.0,5.663088207508168e-13
285.0,45.0,5.273925068810546e-13
285.0,50.0,4.592304456531692e-13
285.0,55.0,3.4994817326899077e-13
285.0,60.0,2.7080856978231466e-13
285.0,65.0,2.307055418452856e-13
285.0,70.0,2.0051363281587948e-13
285.0,75.0,1.2291936013857775e-13
285.0,80.0,7.15267948950574e-14
285.0,85.0,6.677194371306889e-14
285.0,90.0,7.731334004579847e-14
290.0,-90.0,1.656027526828101e-14
290.0,-85.0,1.8139056114348217e-14
290.0,-80.0,1.608019813241089e-14
290.0,-75.0,1.851955279868534e-14
290.0,-70.0,2.6816873431161998e-14
290.0,-65.0,2.834202644061037e-14
290.0,-60.0,4.3511848219847896e-14
290.0,-55.0,8.178517435271027e-14
290.0,-50.0,1.1927696202227312e-13
290.0,-45.0,1.685293630075969e-13
290.0,-40.0,1.6025834482876125e-13
290.0,-35.0,1.6401694863758504e-13
290.0,-30.0,1.432907775162793e-13
290.0,-25.0,1.5886412147229403e-13
290.0,-20.0,1.5717402781493137e-13
290.0,-15.0,1.5260278037651892e-13
290.0,-10.0,1.813575401436092e-13
290.0,-5.0,1.494605331843275e-13
290.0,0.0,2.6789477018075655e-13
290.0,5.0,6.482100886409174e-13
290.0,10.0,7.154135337182054e-13
290.0,15.0,7.544998477581582e-13
290.0,20.0,1.2148192490376283e-12
290.0,25.0,1.2019939023946615e-12
290.0,30.0,7.681184247842352e-13
290.0,35.0,7.143821997893002e-13
290.0,40.0,5.688824188284045e-13
290.0,45.0,4.334408912587966e-13
290.0,50.0,4.888694051861565e-13
290.0,55.0,2.703697212394053e-13
290.0,60.0,2.65213866240329e-13
290.0,65.0,2.26793681452431e-13
290.0,70.0,1.9694016842070468e-13
290.0,75.0,9.586436219427996e-14
290.0,80.0,6.994278536075322e-14
290.0,85.0,6.738150727246546e-14
290.0,90.0,7.731334004579847e-14
295.0,-90.0,1.656027526828101e-14
295.0,-85.0,1.7747416245073267e-14
295.0,-80.0,1.5837783640346572e-14
295.0,-75.0,1.6904008870445036e-14
295.0,-70.0,2.4088810985642152e-14
295.0,-65.0,2.970940086710635e-14
295.0,-60.0,4.3228096502215343e-14
295.0,-55.0,8.091287207724477e-14
295.0,-50.0,1.3528845475499866e-13
295.0,-45.0,1.881393491862949e-13
295.0,-40.0,1.565672436603833e-13
295.0,-35.0,1.410725450691639e-13
295.0,-30.0,1.173483729569025e-13
295.0,-25.0,1.2193887836166556e-13
295.0,-20.0,1.2840671212746202e-13
295.0,-15.0,1.6329799470620637e-13
295.0,-10.0,1.6036737928555043e-13
295.0,-5.0,1.0550697726958443e-13
295.0,0.0,3.5613666231708175e-08
295.0,5.0,6.251222964998412e-13
295.0,10.0,7.90060301732833e-13
295.0,15.0,7.096087517655999e-13
295.0,20.0,8.059374643015507e-13
295.0,25.0,8.042362015248746e-13
295.0,30.0,6.730149205350654e-13
295.0,35.0,6.534719016765961e-13
295.0,40.0,4.958203323844443e-13
295.0,45.0,3.8586032065275317e-13
295.0,50.0,4.496854906829729e-13
295.0,55.0,2.7408548479812875e-13
295.0,60.0,2.578096806410298e-13
295.0,65.0,2.2421718120420908e-13
295.0,70.0,1.9477471555899441e-13
295.0,75.0,9.378949428309033e-14
295.0,80.0,6.984313858727562e-14
295.0,85.0,6.779641213212551e-14
295.0,90.0,7.731334004579847e-14
300.0,-90.0,1.656027526828101e-14
300.0,-85.0,1.6742060288925044e-14
300.0,-80.0,1.5080350147365926e-14
300.0,-75.0,1.4502965175790443e-14
300.0,-70.0,2.33709863331556e-14
300.0,-65.0,2.829047225907055e-14
300.0,-60.0,4.8298662105775753e-14
300.0,-55.0,8.54284798609305e-14
300.0,-50.0,1.5312102063528698e-13
300.0,-45.0,1.958054810848307e-13
300.0,-40.0,1.666609317522943e-13
300.0,-35.0,1.1122966139227364e-13
300.0,-30.0,1.0383679004084106e-13
300.0,-25.0,1.1208334860958799e-13
300.0,-20.0,1.2147812767993342e-13
300.0,-15.0,1.537036990713334e-13
300.0,-10.0,1.9056245953127969e-13
300.0,-5.0,1.2709873008233173e-13
300.0,0.0,1.674495188130768e-13
300.0,5.0,4.093536774908035e-13
300.0,10.0,7.462301820191599e-13
300.0,15.0,5.203789240765649e-13
300.0,20.0,5.757940125584931e-13
300.0,25.0,5.704845957464672e-13
300.0,30.0,5.394407599252032e-13
300.0,35.0,5.080264075940509e-13
300.0,40.0,5.00490380543895e-13
300.0,45.0,3.567665455196668e-13
300.0,50.0,3.068091715777609e-13
300.0,55.0,2.652702889075712e-13
300.0,60.0,2.3668091400084256e-13
300.0,65.0,2.2063702678311568e-13
300.0,70.0,1.317948985130767e-13
300.0,75.0,9.164128399568728e-14
300.0,80.0,6.995906871382498e-14
300.0,85.0,6.86876001336816e-14
300.0,90.0,7.731334004579847e-14
305.0,-90.0,1.656027526828101e-14
305.0,-85.0,1.6527780348087518e-14
305.0,-80.0,1.2890232699479126e-14
305.0,-75.0,1.3326441699630016e-14
305.0,-70.0,2.13565306064612e-14
305.0,-65.0,2.390314816815751e-14
305.0,-60.0,6.271503456847297e-14
305.0,-55.0,9.126059827985027e-14
305.0,-50.0,1.7989996749646537e-13
305.0,-45.0,2.1340552226451466e-13
305.0,-40.0,1.8599752240946207e-13
305.0,-35.0,1.4329500425972729e-13
305.0,-30.0,1.291062399531601e-13
305.0,-25.0,1.5143201726670792e-13
305.0,-20.0,3.306841331535023e-13
305.0,-15.0,1.4825918275460273e-13
305.0,-10.0,1.9866227043991167e-13
305.0,-5.0,1.0280517400290709e-13
305.0,0.0,1.1774036111602813e-12
305.0,5.0,1.8003359073699887e-12
305.0,10.0,9.453495285571359e-13
305.0,15.0,7.66268516683755e-13
305.0,20.0,4.610660677668609e-13
305.0,25.0,4.909040908983746e-13
305.0,30.0,6.445664504517193e-13
305.0,35.0,3.2309827662489e-13
305.0,40.0,2.154365651426315e-13
305.0,45.0,2.761303794627887e-13
305.0,50.0,2.685860853100647e-13
305.0,55.0,2.8297329072508526e-13
305.0,60.0,2.2427346096551341e-13
305.0,65.0,1.9465940739114194e-13
305.0,70.0,1.0116859950248467e-13
305.0,75.0,8.737025259264135e-14
305.0,80.0,6.916781933397038e-14
305.0,85.0,6.901308935816275e-14
305.0,90.0,7.731334004579847e-14
310.0,-90.0,1.656027526828101e-14
310.0,-85.0,1.6121582361527882e-14
310.0,-80.0,1.3491289823044788e-14
310.0,-75.0,1.2902118108766571e-14
310.0,-70.0,1.8844735928099495e-14
310.0,-65.0,1.8288940945284243e-14
310.0,-60.0,4.7563277894408176e-14
310.0,-55.0,7.329130697834615e-14
310.0,-50.0,1.711013539296688e-13
310.0,-45.0,2.4148048261232837e-13
310.0,-40.0,2.5513185120694825e-13
310.0,-35.0,2.699938506802135e-13
310.0,-30.0,1.520488315252139e-13
310.0,-25.0,2.227328978185297e-13
310.0,-20.0,1.723426717494529e-13
310.0,-15.0,1.492722449127763e-13
310.0,-10.0,1.5364234778745027e-13
310.0,-5.0,2.2926206417516172e-14
310.0,0.0,3.560521392900888e-12
310.0,5.0,3.4060741480336954e-12
310.0,10.0,5.163592887385885e-13
310.0,15.0,5.721505807151605e-13
310.0,20.0,3.9022320797753713e-13
310.0,25.0,3.665424085900404e-13
310.0,30.0,5.201124224602771e-13
310.0,35.0,3.574452712646832e-13
310.0,40.0,2.163235682853572e-13
310.0,45.0,2.0638523559248624e-13
310.0,50.0,1.6897369173722685e-13
310.0,55.0,2.629606239641778e-13
310.0,60.0,1.5428021039365325e-13
310.0,65.0,1.0331840831601778e-13
310.0,70.0,1.0113731224143088e-13
310.0,75.0,9.38739364769332e-14
310.0,80.0,7.720765154938532e-14
310.0,85.0,7.572809914754079e-14
310.0,90.0,7.731334004579847e-14
315.0,-90.0,1.656027526828101e-14
315.0,-85.0,1.5210664013236218e-14
315.0,-80.0,1.0935185544915516e-14
315.0,-75.0,1.1956300290342535e-14
315.0,-70.0,1.3830492316204034e-14
315.0,-65.0,1.3803405380757102e-14
315.0,-60.0,3.566928939193505e-14
315.0,-55.0,7.924247933387653e-14
315.0,-50.0,1.8141532886078026e-13
315.0,-45.0,2.1985109546920117e-13
315.0,-40.0,2.8596086139055084e-13
315.0,-35.0,2.6881916263165317e-13
315.0,-30.0,3.614341744543317e-13
315.0,-25.0,3.9247398830201595e-13
315.0,-20.0,3.213851076639757e-13
315.0,-15.0,3.236185835155462e-13
315.0,-10.0,1.849024360186913e-13
315.0,-5.0,1.8040237914153508e-14
315.0,0.0,3.5430012760900815e-15
315.0,5.0,1.3737970427931734e-13
315.0,10.0,2.4773053515286103e-13
315.0,15.0,3.686114464926361e-13
315.0,20.0,3.525790782693478e-13
315.0,25.0,5.481448087823877e-13
315.0,30.0,3.4636926805644036e-13
315.0,35.0,2.455006601698225e-13
315.0,40.0,2.564332337446829e-13
315.0,45.0,2.0259021334327594e-13
315.0,50.0,2.0109975703256136e-13
315.0,55.0,1.731902840649598e-13
315.0,60.0,1.567638096128649e-13
315.0,65.0,1.0240061978736959e-13
315.0,70.0,1.0760304487795166e-13
315.0,75.0,9.441610503864925e-14
315.0,80.0,7.724468427748475e-14
315.0,85.0,7.630683618710683e-14
315.0,90.0,7.731334004579847e-14
320.0,-90.0,1.656027526828101e-14
320.0,-85.0,1.4869467810334506e-14
320.0,-80.0,1.0484957720247603e-14
320.0,-75.0,9.875320597808722e-15
320.0,-70.0,1.1323823533677485e-14
320.0,-65.0,1.1547921571380782e-14
320.0,-60.0,2.8712252609729586e-14
320.0,-55.0,8.691912389830536e-14
320.0,-50.0,1.9102419550952252e-13
320.0,-45.0,2.278928656587209e-13
320.0,-40.0,2.8700897572169183e-13
320.0,-35.0,2.909852082194497e-13
320.0,-30.0,3.382547451321073e-13
320.0,-25.0,5.06901679927548e-13
320.0,-20.0,5.898385020160828e-13
320.0,-15.0,4.3446930847872443e-13
320.0,-10.0,2.259576684133813e-13
320.0,-5.0,2.605452080688834e-13
320.0,0.0,1.447519094934307e-14
320.0,5.0,4.3791977890716363e-13
320.0,10.0,5.135511130943262e-13
320.0,15.0,5.92568916279543e-13
320.0,20.0,4.559676315519151e-13
320.0,25.0,4.990770543381946e-13
320.0,30.0,3.803013311401752e-13
320.0,35.0,2.828070464614354e-13
320.0,40.0,2.5132814179187244e-13
320.0,45.0,1.988869108751739e-13
320.0,50.0,2.1357230341324047e-13
320.0,55.0,2.0816108996943197e-13
320.0,60.0,1.2579785224686367e-13
320.0,65.0,1.0885254474078082e-13
320.0,70.0,1.0806812996104024e-13
320.0,75.0,9.434459619741245e-14
320.0,80.0,7.581832236947036e-14
320.0,85.0,7.645647067151019e-14
320.0,90.0,7.731334004579847e-14
325.0,-90.0,1.656027526828101e-14
325.0,-85.0,1.3996700300599403e-14
325.0,-80.0,9.701775107464181e-15
325.0,-75.0,8.24575164396566e-15
325.0,-70.0,7.976815435662684e-15
325.0,-65.0,9.239081662744048e-15
325.0,-60.0,3.1432912108746045e-14
325.0,-55.0,8.33228185524103e-14
325.0,-50.0,1.7526740781619365e-13
325.0,-45.0,2.4721650244740396e-13
325.0,-40.0,2.8866110377672273e-13
325.0,-35.0,4.518612241566165e-13
325.0,-30.0,8.719536297623839e-13
325.0,-25.0,1.0809879404211795e-12
325.0,-20.0,6.430370235058574e-13
325.0,-15.0,1.3470537594777405e-12
325.0,-10.0,1.0760940190126616e-12
325.0,-5.0,2.101856123163085e-13
325.0,0.0,6.681196020756435e-13
325.0,5.0,9.988430330613966e-13
325.0,10.0,9.436925393215854e-13
325.0,15.0,8.416772055512462e-13
325.0,20.0,6.541257827997891e-13
325.0,25.0,6.770370950951756e-13
325.0,30.0,3.8818100079383377e-13
325.0,35.0,2.4296056208515764e-13
325.0,40.0,2.919869581655366e-13
325.0,45.0,1.8626162426910683e-13
325.0,50.0,2.0737807509039808e-13
325.0,55.0,1.707420237844144e-13
325.0,60.0,1.5307056283284313e-13
325.0,65.0,1.298940278578778e-13
325.0,70.0,1.0345832729685911e-13
325.0,75.0,9.532779029945144e-14
325.0,80.0,7.609130144893334e-14
325.0,85.0,7.68867277187924e-14
325.0,90.0,7.731334004579847e-14
330.0,-90.0,1.656027526828101e-14
330.0,-85.0,1.4099269675395446e-14
330.0,-80.0,8.714134231933658e-15
330.0,-75.0,5.864542435506373e-15
330.0,-70.0,1.0123063022506348e-14
330.0,-65.0,9.236572965265958e-15
330.0,-60.0,2.0719408207593147e-14
330.0,-55.0,8.926428825708377e-14
330.0,-50.0,1.6876573527725097e-13
330.0,-45.0,2.9006423192019754e-13
330.0,-40.0,4.3313017881604533e-13
330.0,-35.0,6.080591367724645e-13
330.0,-30.0,8.180071622855875e-13
330.0,-25.0,1.0139205768109301e-12
330.0,-20.0,1.63700070795655e-12
330.0,-15.0,1.8588365998502753e-12
330.0,-10.0,2.1335254713863843e-12
330.0,-5.0,4.118706940539329e-12
330.0,0.0,2.445338435478908e-12
330.0,5.0,1.924155757084359e-12
330.0,10.0,1.9431063411252286e-12
330.0,15.0,1.6046992882901376e-12
330.0,20.0,8.697359573961859e-13
330.0,25.0,6.809420112917218e-13
330.0,30.0,5.231686682045941e-13
330.0,35.0,2.5536529660928884e-13
330.0,40.0,2.4800673783923115e-13
330.0,45.0,1.5423459211996267e-13
330.0,50.0,1.557141082452651e-13
330.0,55.0,1.694433136037087e-13
330.0,60.0,1.5324003048904546e-13
330.0,65.0,1.2914367493539294e-13
330.0,70.0,1.0422439826059627e-13
330.0,75.0,7.629935591913266e-14
330.0,80.0,7.572186941847722e-14
330.0,85.0,7.665127026705159e-14
330.0,90.0,7.731334004579847e-14
335.0,-90.0,1.656027526828101e-14
335.0,-85.0,1.4043711604736155e-14
335.0,-80.0,7.408642733527142e-15
335.0,-75.0,4.8731871796600675e-15
335.0,-70.0,6.168603390564707e-15
335.0,-65.0,7.434845862051338e-15
335.0,-60.0,2.420298185444088e-14
335.0,-55.0,1.2276900532726124e-13
335.0,-50.0,1.9635623865350784e-13
335.0,-45.0,3.3729841551764684e-13
335.0,-40.0,5.584059017226963e-13
335.0,-35.0,7.589101294331319e-13
335.0,-30.0,9.660939537817173e-13
335.0,-25.0,1.785605579686613e-12
335.0,-20.0,2.0562955737973807e-12
335.0,-15.0,2.726946931615451e-12
335.0,-10.0,3.2916001194549955e-12
335.0,-5.0,2.6837331473319254e-12
335.0,0.0,6.055089731633182e-12
335.0,5.0,5.914495630222744e-12
335.0,10.0,4.764562797716445e-12
335.0,15.0,1.8068238593837459e-12
335.0,20.0,1.4334212769946668e-12
335.0,25.0,1.2203137333402507e-12
335.0,30.0,6.641561266793326e-13
335.0,35.0,5.875132583422193e-13
335.0,40.0,2.1544103986767092e-13
335.0,45.0,1.5057267831228276e-13
335.0,50.0,1.5524844846120516e-13
335.0,55.0,1.7344286764552772e-13
335.0,60.0,1.4091029454083568e-13
335.0,65.0,1.2838307237696137e-13
335.0,70.0,1.0349104671267723e-13
335.0,75.0,7.642288401746277e-14
335.0,80.0,7.530351900666273e-14
335.0,85.0,7.749067001938019e-14
335.0,90.0,7.731334004579847e-14
340.0,-90.0,1.656027526828101e-14
340.0,-85.0,1.3235287801938672e-14
340.0,-80.0,6.503914156724502e-15
340.0,-75.0,4.383206414397129e-15
340.0,-70.0,5.571769745619043e-15
340.0,-65.0,8.574947047063472e-15
340.0,-60.0,2.2844106418053586e-14
340.0,-55.0,1.2108578290075037e-13
340.0,-50.0,2.0568555898766505e-13
340.0,-45.0,2.791804345965759e-13
340.0,-40.0,5.133105502148951e-13
340.0,-35.0,7.120965391560485e-13
340.0,-30.0,1.0160982411147981e-12
340.0,-25.0,1.6348126954000938e-12
340.0,-20.0,1.963601897735644e-12
340.0,-15.0,2.390043299331085e-12
340.0,-10.0,3.1724446748112962e-12
340.0,-5.0,4.4904742615298835e-12
340.0,0.0,6.909386187039886e-12
340.0,5.0,7.855044894696236e-12
340.0,10.0,6.480393762016194e-12
340.0,15.0,4.515229204596904e-12
340.0,20.0,1.668252696538767e-12
340.0,25.0,1.1911306464056736e-12
340.0,30.0,6.912760806909466e-13
340.0,35.0,6.472074587331077e-13
340.0,40.0,2.045523826439176e-13
340.0,45.0,1.8008476375062751e-13
340.0,50.0,1.5632000823044685e-13
340.0,55.0,1.6899172926545725e-13
340.0,60.0,1.424865799375491e-13
340.0,65.0,1.2603105197843401e-13
340.0,70.0,1.2333585844203477e-13
340.0,75.0,7.739729792580553e-14
340.0,80.0,7.65187828257663e-14
340.0,85.0,7.810385834377823e-14
340.0,90.0,7.731334004579847e-14
345.0,-90.0,1.656027526828101e-14
345.0,-85.0,1.2343516678017006e-14
345.0,-80.0,6.418774337471141e-15
345.0,-75.0,4.381901368831195e-15
345.0,-70.0,5.3257250646385084e-15
345.0,-65.0,9.858007125192026e-15
345.0,-60.0,2.3943208615771115e-14
345.0,-55.0,1.2076844029649972e-13
345.0,-50.0,1.173520529119208e-13
345.0,-45.0,2.2640775481898755e-13
345.0,-40.0,3.5402686644643136e-13
345.0,-35.0,5.425287464715603e-13
345.0,-30.0,1.2099769591724668e-12
345.0,-25.0,1.6161039869671406e-12
345.0,-20.0,1.7445608428698391e-12
345.0,-15.0,1.990366488067423e-12
345.0,-10.0,2.1872527369215636e-12
345.0,-5.0,9.576775410533076e-12
345.0,0.0,6.4403826573329016e-12
345.0,5.0,1.3041054224237515e-11
345.0,10.0,2.368487926050056e-11
345.0,15.0,4.645596986406607e-12
345.0,20.0,3.861436486115899e-12
345.0,25.0,1.3739704469064755e-12
345.0,30.0,8.51084145618568e-13
345.0,35.0,2.702796590828786e-13
345.0,40.0,2.4168085309591744e-13
345.0,45.0,1.979799553723941e-13
345.0,50.0,2.0677600102078378e-13
345.0,55.0,1.7271126206582305e-13
345.0,60.0,1.5544992678275753e-13
345.0,65.0,1.3518654580616527e-13
345.0,70.0,1.2411719652857488e-13
345.0,75.0,7.561060719967993e-14
345.0,80.0,7.669334582054873e-14
345.0,85.0,7.943315314741088e-14
345.0,90.0,7.731334004579847e-14
350.0,-90.0,1.656027526828101e-14
350.0,-85.0,1.0522721881330699e-14
350.0,-80.0,6.610588213232944e-15
350.0,-75.0,4.977640100881141e-15
350.0,-70.0,5.651315937656938e-15
350.0,-65.0,2.769897376263209e-15
350.0,-60.0,9.71066209492784e-15
350.0,-55.0,2.4961458019275155e-14
350.0,-50.0,1.0310919781405874e-13
350.0,-45.0,2.633695976168715e-13
350.0,-40.0,3.0059134429579103e-13
350.0,-35.0,3.888976268691212e-13
350.0,-30.0,8.545420366696474e-13
350.0,-25.0,2.241904235542653e-12
350.0,-20.0,1.6797925543448305e-12
350.0,-15.0,1.8440906516992193e-12
350.0,-10.0,1.943974931798099e-12
350.0,-5.0,6.12136963792999e-12
350.0,0.0,4.4096464255234484e-11
350.0,5.0,4.788027343719508e-11
350.0,10.0,4.966357788214198e-11
350.0,15.0,3.851894574741251e-11
350.0,20.0,2.6112512869033662e-12
350.0,25.0,1.095305104402055e-12
350.0,30.0,8.169110881221724e-13
350.0,35.0,2.712475933406021e-13
350.0,40.0,2.1254725371799542e-13
350.0,45.0,2.204409789557269e-13
350.0,50.0,2.0387763028285474e-13
350.0,55.0,1.722389442541777e-13
350.0,60.0,1.5747541212194532e-13
350.0,65.0,1.5432122125057415e-13
350.0,70.0,1.3068479581229735e-13
350.0,75.0,7.601465130635504e-14
350.0,80.0,7.78249585859565e-14
350.0,85.0,7.916694033671373e-14
350.0,90.0,7.731334004579847e-14
355.0,-90.0,1.656027526828101e-14
355.0,-85.0,9.737923117849413e-15
355.0,-80.0,6.476416939255026e-15
355.0,-75.0,5.0763591847342395e-15
355.0,-70.0,4.8086336518391136e-15
355.0,-65.0,8.359841789538695e-15
355.0,-60.0,8.359039501027313e-15
355.0,-55.0,1.5716482731861168e-14
355.0,-50.0,8.515633960587781e-14
355.0,-45.0,2.409202652897824e-13
355.0,-40.0,2.8601046748737537e-13
355.0,-35.0,3.406289871888491e-13
355.0,-30.0,6.604343479234367e-13
355.0,-25.0,1.5493250111301543e-12
355.0,-20.0,1.4552295323066416e-12
355.0,-15.0,1.6287117622631166e-12
355.0,-10.0,1.4245426593639107e-12
355.0,-5.0,3.9835443434417184e-11
355.0,0.0,5.2267823023300975e-11
355.0,5.0,5.6471230764238545e-11
355.0,10.0,5.6845916849101355e-11
355.0,15.0,2.9285068740027e-11
355.0,20.0,2.815001145869174e-11
355.0,25.0,9.445570042083798e-13
355.0,30.0,2.744598106407361e-13
355.0,35.0,2.6734955989941763e-13
355.0,40.0,2.1592077038785078e-13
355.0,45.0,2.485705200436354e-13
355.0,50.0,2.1883352272151344e-13
355.0,55.0,1.6743685742483327e-13
355.0,60.0,1.5458689602706823e-13
355.0,65.0,1.5632679807092454e-13
355.0,70.0,1.4561177013899746e-13
355.0,75.0,7.649883503451028e-14
355.0,80.0,7.888199903950133e-14
355.0,85.0,7.943516499487801e-14
355.0,90.0,7.731334004579847e-14
